loan_amnt,term,int_rate,installment,emp_length,annual_inc,dti,fico_range_low,fico_range_high,mths_since_last_delinq,mths_since_last_record,last_fico_range_high,last_fico_range_low,earliest_cr_line_age,TotalGain,LoanStatus,LifeOfLoan,PvGain,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_small_business,purpose_vacation,purpose_wedding,initial_list_status_f,application_type_Individual,disbursement_method_Cash,sub_grade
9000.0,36.0,12.49,301.04,9.0,52000.0,4.98,660.0,664.0,44.0,0.0,619.0,615.0,218.0,1042.83,0.0,13.0,485.8301105434243,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18
7000.0,36.0,7.43,217.52,1.0,43000.0,1.65,775.0,779.0,0.0,0.0,784.0,780.0,95.0,830.67,0.0,36.0,160.89090633598502,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2
12000.0,36.0,10.28,388.79,2.0,97000.0,5.58,695.0,699.0,74.0,0.0,719.0,715.0,158.0,1996.26,0.0,36.0,386.65183608686186,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
5000.0,36.0,8.7,158.31,10.0,48000.0,0.38,715.0,719.0,17.0,0.0,629.0,625.0,425.0,698.81,0.0,36.0,135.351191516065,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6
3200.0,36.0,10.28,103.68,10.0,75000.0,9.7,680.0,684.0,19.0,0.0,504.0,500.0,420.0,501.25,0.0,28.0,123.63954490216031,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
4800.0,36.0,9.64,154.08,6.0,60000.0,12.94,695.0,699.0,60.0,0.0,709.0,705.0,98.0,680.65,0.0,26.0,179.92201679681835,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
20000.0,36.0,10.59,650.9,1.0,108000.0,11.96,705.0,709.0,0.0,0.0,659.0,655.0,167.0,3067.27,0.0,25.0,840.6285201232997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
2400.0,36.0,13.75,81.74,7.0,47000.0,24.08,665.0,669.0,61.0,0.0,729.0,725.0,93.0,542.43,0.0,36.0,105.06224412080414,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,22
7500.0,36.0,9.01,238.54,1.0,19440.0,10.37,710.0,714.0,0.0,0.0,714.0,710.0,41.0,1087.16,0.0,36.0,210.56997090569007,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7
10000.0,36.0,12.8,335.98,2.0,58800.0,7.51,660.0,664.0,59.0,47.0,649.0,645.0,135.0,2060.07,0.0,32.0,447.3929350453166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
3000.0,36.0,9.33,95.87,4.0,36600.0,2.69,695.0,699.0,0.0,0.0,769.0,765.0,154.0,450.93,0.0,36.0,87.33978161494429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8
2975.0,36.0,9.96,95.94,1.0,25000.0,14.16,690.0,694.0,0.0,0.0,739.0,735.0,63.0,478.8,0.0,36.0,92.73786937492584,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
16500.0,36.0,12.8,554.37,1.0,62000.0,19.22,675.0,679.0,0.0,0.0,774.0,770.0,101.0,3076.92,0.0,27.0,785.2952642599629,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
15000.0,36.0,8.38,472.68,2.0,77000.0,7.96,770.0,774.0,0.0,0.0,784.0,780.0,195.0,2016.46,0.0,36.0,390.5643360061884,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5
17950.0,36.0,10.91,586.9,3.0,75000.0,10.34,695.0,699.0,0.0,0.0,764.0,760.0,88.0,1810.82,0.0,13.0,843.6186921878389,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
15000.0,36.0,9.64,224.69,1.0,19500.0,21.23,770.0,774.0,0.0,0.0,754.0,750.0,194.0,930.94,0.0,23.0,275.1540386594355,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
12000.0,36.0,12.17,399.55,1.0,24000.0,14.5,670.0,674.0,0.0,0.0,684.0,680.0,64.0,2173.37,0.0,26.0,574.50541929876,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
7000.0,36.0,11.86,232.04,4.0,50400.0,17.02,670.0,674.0,0.0,0.0,684.0,680.0,144.0,1353.0999999999997,0.0,36.0,262.0793881604264,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
9325.0,36.0,10.91,304.9,10.0,70522.26,18.96,690.0,694.0,19.0,0.0,674.0,670.0,179.0,1651.03,0.0,36.0,319.7848882081952,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
25000.0,36.0,12.49,836.23,10.0,78862.0,7.99,690.0,694.0,6.0,0.0,499.0,0.0,156.0,5103.88,0.0,36.0,988.560895458013,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18
4000.0,36.0,7.75,124.89,2.0,24000.0,6.0,750.0,754.0,55.0,0.0,799.0,795.0,90.0,444.33,0.0,25.0,121.77489113980376,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3
3500.0,36.0,10.28,113.4,1.0,48000.0,17.65,685.0,689.0,43.0,0.0,724.0,720.0,68.0,582.24,0.0,36.0,112.77296797171432,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11
24625.0,36.0,14.07,842.47,8.0,120000.0,12.81,675.0,679.0,73.0,0.0,729.0,725.0,176.0,5703.55,0.0,36.0,1104.7098472710077,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23
22550.0,36.0,15.96,421.65,4.0,34992.0,20.82,665.0,669.0,18.0,0.0,684.0,680.0,222.0,3179.28,0.0,36.0,615.788749679019,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29
18000.0,36.0,9.33,575.17,1.0,60000.0,9.96,730.0,734.0,0.0,0.0,584.0,580.0,90.0,2705.86,0.0,36.0,524.0929223618148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8
12000.0,36.0,13.12,405.03,1.0,105000.0,18.25,665.0,669.0,34.0,0.0,664.0,660.0,143.0,2580.7,0.0,36.0,499.850917911176,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20
5000.0,36.0,12.8,167.99,6.0,25480.0,18.65,660.0,664.0,11.0,0.0,674.0,670.0,46.0,914.5,0.0,24.0,260.13215036913164,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
21000.0,36.0,9.96,677.22,2.0,54099.0,3.77,720.0,724.0,73.0,0.0,664.0,660.0,202.0,3379.79,0.0,36.0,654.6251535812042,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10
4000.0,36.0,11.54,131.99,1.0,50952.0,9.14,665.0,669.0,30.0,0.0,759.0,755.0,131.0,747.5299999999997,0.0,35.0,148.82754509733917,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,15
8800.0,36.0,9.33,281.2,1.0,25000.0,0.0,710.0,714.0,4.0,0.0,744.0,740.0,111.0,1316.52,0.0,35.0,262.1091323044546,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8
25000.0,36.0,9.64,802.47,2.0,48000.0,9.78,740.0,744.0,0.0,0.0,719.0,715.0,84.0,1630.21,0.0,9.0,951.2922161640001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
15450.0,36.0,10.91,505.16,3.0,111000.0,10.86,685.0,689.0,0.0,0.0,724.0,720.0,113.0,2735.55,0.0,36.0,529.8435224907654,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
5800.0,36.0,7.43,180.23,1.0,41300.0,2.32,770.0,774.0,0.0,0.0,769.0,765.0,86.0,613.83,0.0,28.0,151.40880169036032,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2
1000.0,36.0,9.64,32.1,1.0,5000.0,18.0,700.0,704.0,0.0,0.0,614.0,610.0,40.0,155.65,0.0,37.0,29.34911928738156,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
6000.0,36.0,9.64,192.6,1.0,18000.0,2.87,695.0,699.0,0.0,0.0,749.0,745.0,40.0,933.1999999999998,0.0,36.0,180.74974874828905,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
12000.0,36.0,9.01,381.66,6.0,100671.39,6.64,720.0,724.0,62.0,115.0,774.0,770.0,338.0,347.22,0.0,5.0,261.2031503540191,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
20000.0,36.0,14.38,687.25,6.0,83000.0,16.05,665.0,669.0,0.0,0.0,689.0,685.0,72.0,4740.98,0.0,36.0,918.2714785905094,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24
10000.0,36.0,9.64,320.99,1.0,67000.0,3.6,710.0,714.0,15.0,0.0,739.0,735.0,94.0,1555.4,0.0,36.0,301.2624937881364,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
8000.0,36.0,8.07,250.95,3.0,54000.0,10.44,765.0,769.0,0.0,0.0,774.0,770.0,113.0,110.6,0.0,4.0,89.07653061224488,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4
2800.0,36.0,7.43,87.01,1.0,29376.0,3.96,765.0,769.0,0.0,0.0,789.0,785.0,129.0,112.21,0.0,8.0,69.5772122478729,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2
7500.0,36.0,10.59,244.09,1.0,39975.0,12.1,685.0,689.0,19.0,0.0,764.0,760.0,132.0,1302.18,0.0,37.0,245.53701351521048,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
3175.0,36.0,11.54,104.76,1.0,15000.0,12.24,670.0,674.0,0.0,0.0,649.0,645.0,42.0,-2546.4400000000005,1.0,7.0,-1680.8625767931974,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15
15450.0,36.0,11.22,507.46,2.0,40000.0,13.5,710.0,714.0,54.0,111.0,594.0,590.0,177.0,-3800.24,1.0,26.0,-1004.5498348812764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
2500.0,36.0,12.8,84.0,1.0,32000.0,20.0,680.0,684.0,0.0,0.0,599.0,595.0,181.0,-281.39000000000004,1.0,31.0,-63.00548892820788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
2500.0,36.0,9.64,80.26,1.0,75000.0,20.0,770.0,774.0,0.0,0.0,639.0,635.0,162.0,-414.69000000000005,1.0,31.0,-92.85243329058787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
6500.0,36.0,15.01,225.37,9.0,213000.0,6.45,675.0,679.0,0.0,0.0,704.0,700.0,205.0,-2443.3299999999995,1.0,18.0,-890.9233701199402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26
1000.0,36.0,10.59,32.55,2.0,33990.0,14.47,685.0,689.0,0.0,0.0,749.0,745.0,37.0,-296.25000000000006,1.0,21.0,-94.87158281882057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12
20000.0,36.0,13.43,678.08,6.0,145000.0,10.15,680.0,684.0,11.87295081967213,4.016460905349795,724.0,720.0,139.0,341.45999999999987,1.0,30.0,78.89252888094043,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21
20000.0,36.0,9.64,642.02,1.0,96000.0,2.86,735.0,739.0,0.0,0.0,674.0,670.0,73.0,-7159.6900000000005,1.0,20.0,-2391.0691396043876,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9
8000.0,36.0,12.17,266.37,9.0,70000.0,10.2,670.0,674.0,22.0,0.0,634.0,630.0,119.0,-706.3600000000001,1.0,27.0,-180.27805820842502,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
2125.0,36.0,15.01,73.68,1.0,96000.0,16.89,700.0,704.0,46.0,0.0,654.0,650.0,134.0,11.038838457440761,1.0,18.0,4.0251456662475915,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26
20000.0,36.0,13.12,162.01,8.0,85000.0,16.87,705.0,709.0,0.0,0.0,594.0,590.0,298.0,-3200.4222,1.0,10.0,-1760.7416502584779,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20
2225.0,36.0,10.59,72.42,2.0,60000.0,8.14,705.0,709.0,0.0,0.0,689.0,685.0,158.0,-1705.78,1.0,7.0,-1125.9569305549314,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12
4000.0,36.0,9.96,32.25,1.0,35000.0,5.83,685.0,689.0,0.0,0.0,594.0,590.0,71.0,-129.25000000000003,1.0,27.0,-32.98734218166224,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10
12000.0,36.0,10.91,163.49,1.0,39000.0,11.78,705.0,709.0,62.0,76.0,524.0,520.0,161.0,-209.79000000000008,1.0,29.0,-50.05949956148122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,13
3000.0,36.0,12.49,100.35,1.0,29120.0,12.77,660.0,664.0,14.0,0.0,704.0,700.0,37.0,207.97406067601707,1.0,26.0,54.97555636267223,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18
2100.0,36.0,12.49,70.25,1.0,12500.0,14.4,660.0,664.0,0.0,0.0,499.0,0.0,49.0,-399.33000000000004,1.0,8.0,-247.6095550035031,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18
5000.0,36.0,12.17,166.48,1.0,10000.0,0.0,660.0,664.0,15.0,0.0,549.0,545.0,74.0,-2524.45,1.0,21.0,-808.4339822682584,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17
4650.0,36.0,10.28,150.66,10.0,45600.0,3.26,685.0,689.0,22.0,0.0,659.0,655.0,215.0,-700.7099999999997,1.0,24.0,-199.31897111553218,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11
9000.0,36.0,12.49,301.04,8.0,39000.0,5.08,665.0,669.0,60.0,117.0,564.0,560.0,122.0,-5652.24,1.0,7.0,-3730.9493610898267,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18
7725.0,36.0,13.75,263.09,1.0,62200.0,9.8,675.0,679.0,0.0,0.0,684.0,680.0,102.0,-1588.4399999999998,1.0,26.0,-419.88588608056705,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22
900.0,36.0,10.28,29.16,3.0,12000.0,16.7,685.0,689.0,0.0,0.0,509.0,505.0,68.0,73.27,1.0,42.0,12.192829751727182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11
25000.0,36.0,9.01,795.11,10.0,616000.0,3.83,780.0,784.0,0.0,0.0,664.0,660.0,120.0,-14638.569999999998,1.0,13.0,-6819.767441766785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7
6800.0,36.0,11.22,223.34,10.0,51000.0,18.68,680.0,684.0,0.0,0.0,654.0,650.0,62.0,-4789.94,1.0,9.0,-2795.120038456757,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14
10000.0,36.0,9.01,318.05,1.0,275000.0,2.97,710.0,714.0,28.0,0.0,549.0,545.0,162.0,-5565.96,1.0,20.0,-1858.8228244899476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7
15450.0,36.0,10.91,505.16,7.0,120000.0,16.97,695.0,699.0,0.0,0.0,584.0,580.0,318.0,-3157.7373999995,1.0,49.0,-450.8688133760003,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
8275.0,36.0,10.59,269.31,4.0,109000.0,24.01,765.0,769.0,60.0,0.0,679.0,675.0,154.0,-196.82579999889956,1.0,30.0,-45.475561151898916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,12
25000.0,36.0,12.8,839.95,2.0,75000.0,24.85,720.0,724.0,0.0,0.0,809.0,805.0,209.0,-15764.460000000001,1.0,11.0,-8191.2852251104405,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
16000.0,36.0,11.54,527.93,4.0,44400.0,12.16,680.0,684.0,6.0,0.0,664.0,660.0,71.0,-7127.110000000001,1.0,16.0,-2853.41736364863,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15
5000.0,36.0,11.86,165.74,6.0,40000.0,7.02,665.0,669.0,15.0,0.0,499.0,0.0,92.0,-2214.4399999999996,1.0,16.0,-886.5755610279721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
4900.0,36.0,10.28,158.76,10.0,44000.0,15.3,690.0,694.0,7.0,0.0,654.0,650.0,146.0,-3312.4,1.0,10.0,-1822.3472647815595,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11
10000.0,36.0,9.96,322.49,1.0,72500.0,10.28,700.0,704.0,80.0,0.0,574.0,570.0,162.0,-5485.14,1.0,14.0,-2425.6842818218206,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10
3975.0,36.0,12.17,132.35,10.0,27000.0,23.2,700.0,704.0,25.0,0.0,544.0,540.0,174.0,-1466.1699999999998,1.0,20.0,-489.646037805235,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
16000.0,36.0,11.86,530.36,1.0,86400.0,15.1,680.0,684.0,46.0,0.0,554.0,550.0,129.0,-8109.85,1.0,14.0,-3586.4053921928507,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16
20000.0,36.0,11.54,659.91,1.0,96000.0,17.81,705.0,709.0,0.0,0.0,654.0,650.0,120.0,-5208.549999999999,1.0,15.0,-2189.9313459030095,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15
9600.0,36.0,12.17,319.64,4.0,60000.0,19.28,670.0,674.0,41.0,70.0,649.0,645.0,156.0,-1289.64,1.0,28.0,-318.1057410226875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17
2800.0,36.0,12.17,93.23,7.0,45000.0,19.19,690.0,694.0,8.0,0.0,654.0,650.0,146.0,-1867.7,1.0,10.0,-1027.5322987660059,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17
25000.0,36.0,14.38,859.07,1.0,80000.0,20.79,680.0,684.0,39.0,0.0,499.0,0.0,101.0,-12236.81,1.0,14.0,-5411.464005775616,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,24
14400.0,36.0,12.8,483.81,1.0,36120.0,8.47,660.0,664.0,0.0,0.0,619.0,615.0,88.0,-9018.708999999999,1.0,22.0,-2772.9862833712555,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19
25000.0,36.0,10.91,817.41,10.0,73000.0,22.13,735.0,739.0,27.0,0.0,824.0,820.0,326.0,-11349.62,1.0,15.0,-4771.940098892727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13
25000.0,36.0,9.33,798.84,1.0,100000.0,1.57,760.0,764.0,28.0,0.0,704.0,700.0,209.0,-12017.4,1.0,18.0,-4381.963348413588,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,8
